title,brand,description,price/currency,price/value,stars,reviewsCount
Ray-Ban RB2140 Original Wayfarer Sunglasses,Ray-Ban,"Born to wander, the Wayfarer has never stood still. In the early ‘50s, as moldable plastics entered the scene, the Wayfarer shifted sunglasses from function to style and the rest is history. Today, the Wayfarer continues to challenge the unexplored with timeless swagger. The RB2140 Original Wayfarer is the most recognizable style in the history of sunglasses. Since its initial design in 1952, the Wayfarer gained popularity among celebrities, musicians, artists and those with an impeccable fashion sense. As an iconic style, it always makes a statement. Available in a variety of frame and lens combinations, from black to Havana frames and gradient, solid, or polarized lenses. Ray-Ban sunglasses sold by authorized sellers, like Amazon, are eligible for all manufacturer warranties and guarantees. Click on the Ray-Ban link above the product title to shop the entire Ray-Ban sunglass and eyeglass assortment.",,,4.5,8876.0
Goodr Mach GS Sunglasses,Goodr,"Mirrored Reflective Lenses For Regular or Wider Heads Best Suited for Reaching New Heights Â SPLIT GOODR + AVIATORS = MACH Gs Our MACH Gs are a classic aviator style made to give you the speed if you feel the need. Plus, this smooth, sleek frame means no unsightly imprints on your nose from those weird nose pads on traditional metal aviator frames. SPLIT LOOK GOOD, FLY GOODR. 1 NO SLIP We use special grip coating and silicone nose inserts to construct our frame to help eliminate slippage when sweating. 2 NO BOUNCE Our frame is flight-weight to prevent bouncing when running, biking, beasting, or exceeding speeds of Mach 5.* *Not tested at hypersonic speed, but…we’re pretty sure. 3 ALL POLARIZED The speed of light got nothing on you. These glare-reducing, polarized lenses with UV400 protection blocks 100% of those harmful UVA and UVB rays. 4 ALL SPEED An all new shape built to give you the ultimate speed advantage whether you're crushing beers or crushing your competition. 5 FREE MILE HIGH CLUB MEMBERSHIP Included with purchase. INTRODUCING KITTY HAWKERS' RAY BLOCKERS. Some people say the Wright Brothers were rocking a pair of these teal framed pink accented aviators when they decided to block out not just the rays at Kitty Hawk, North Carolina, but also their peer Glenn Curtiss from modern aviation history, because if they can build the world's first aeroplane, then they can certainly build the world's first time machine. Is this info true? We don't know. But some people said it. READ THE ORIGIN STORY SPLIT",,,4.7,216.0
ZENOTTIC Square Polarized Sunglasses for Men Ultralight Carbon Fiber Sun Glasses Driving Fishing Golf Sports UV400 Protection,ZENOTTIC,,$,33.99,4.4,935.0
Polarized Sunglasses for Men Aluminum Mens Sunglasses Driving Rectangular Sun Glasses For Men/Women,monrich,,,,4.3,6012.0
LUENX Aviator Sunglasses for Men Women Polarized New Shades Large Metal Frame - UV 400 Protection,LUENX,,,,4.6,11285.0
SOJOS Retro Round Polarized Sunglasses for Women Men Classic Vintage Sunnies SJ2069,SOJOS,,,,4.5,8860.0
Oakley Men's Oo9363 Flak Beta Rectangular Sunglasses,Oakley,,,,4.4,1307.0
"KastKing Skidaway Polarized Sport Sunglasses for Men and Women,Ideal for Driving Fishing Cycling and Running,UV Protection",KastKing,,$,26.99,4.4,9781.0
AEVOGUE Polarized Sunglasses For Women And Men Semi Rimless Frame Retro Sun Glasses AE0369,AEVOGUE,"ABOUT AEVOGUE SUNGLASSES Different eyewear should bring you different emotions, and match your personality and lifestyle‘The best’ doesn’t always mean the most expensive - everyone has their own preference! Beauty follows you hereGreat fashion design AEVOGUE sunglasses for ski, golf, cycling, running, fishing, driving, bike, cricket, motorcycle and all outdoor sports activities100% UV protection DISCOVER THE AEVOGUE SUNGLASSES DIFFERENCEBest Customer Service CareMeet our friendly customer service team focused on providing the best shopping experience and making every customer happy. Quality ControlWe care about how you feel about our product. Every piece of eyewear is given extra attention for quality and packaged with care before it leaves our warehouse. Price ConsciousWe are a family owned company who believes you can wear any style at a fraction of the price without compromising quality. FEATURES AND BENEFITS Reduce surface reflectionsDurable and lightweight frameEasy to cleanScratch resistant lensUV protection lensFlattering lines and aesthetically pleasing appearanceFashion and stylish design cool sunglasses for mens and womensCARETo avoid damage, never clean your sunglasses with paper towels or clothing, and also avoid using household detergents or soaps. While a few mild soaps don't harm lenses, today's extra strength soaps are powerful enough to slowly disintegrate lens coatings.",,,4.4,6017.0
BEACOOL Polarized Sports Sunglasses for Men Women Youth Baseball Fishing Cycling Running Golf Motorcycle Tac Glasses UV400,BEACOOL,1️⃣.Bea CooL - Worth your try and trust.👨‍,$,21.99,4.4,12951.0
Retro Round Polarized Steampunk Sunglasses Men Women Side Shield Goggles Gothic S92-ADVANCED POLARIZED,Sunier,,,,4.4,3721.0
Retro Rewind Polarized Sunglasses for Men and Women - UV Protection Classic Sun Glasses,Retro Rewind,,$,14.99,4.4,11244.0
MEETSUN Polarized Sunglasses For Men Women UV Protection Square Frame Sport Fishing Driving Sunglasses,MEETSUN,,,,4.4,337.0
ATTCL Men's Fashion Driving Polarized Sunglasses for Men - Al-Mg metal Ultralight Frame,ATTCL,,,,4.3,4077.0
IRONMAN Men's Principle Sunglasses,IRONMAN,"From Foster Grant’s Ironman collection comes Principle, a pair of wraparound sunglasses for men from the new Ironman collection. Carefully crafted from matte black rubberized plastic, this pair of retro sunglasses for men feature a full wrap-around frame and impact-resistant smoke-colored lenses with a silver mirror flash tint. Worn for 90 years by global icons and trendsetters, Foster Grant sunglasses are the original American sunglasses brand. Now Foster Grant is the market leader in popular-priced eyewear with a full range of sunglasses, reading glasses and digital glasses. Foster Grant believes in real style – eyewear that is effortlessly fashion-forward and perfectly you, with true quality you can see and feel. Our talented designers in New York, London, and Milan search the globe for the freshest looks and inspiration, and transform them into fashion-forward styles that are uniquely flattering and wearable. Every pair of our eyewear is carefully constructed to give you the most comfortable fit. And with every stylish pair affordably priced, you can create all the looks to express the many shades of you.",$,14.97,4.4,713.0
FAGUMA Sports Polarized Sunglasses For Men Cycling Driving Fishing 100% UV Protection,FAGUMA,,,,4.4,23144.0
LUENX Aviator Sunglasses for Men Square Polarized Polygon Lens - UV 400 Protection with Accessories 61MM Driving Outdoor,LUENX,"➤Why You Should Choose Luenx Sunglasses? Because if you buy expensive sunglasses, you have to worry about scratching or losing on vacation. Because if you buy cheap sunglasses, you have to worry about the quality and the safety whether it is potentially harmful to your eyes. Also cheaply made material and design is too low-grade to wear. ➤ But LUENX, with the highest value for money in the sunglasses industry, enables you to spend a small amount of money to buy a pair of high quality sunglasses. Each pair of sunglasses is UV 400 protection with 100% polarized lenses, giving you full protections when driving or outdoor activities. Stylish designs fit in well any cloth matching. ➤Product Features 1.Polarized HD lenses filter out reflected glare and UV rays to protect your eyes.2.Durable stainless steel metal frames with reinforced hinges for long-lasting wear.3.Stylish aviator design complements various face shapes.4.Ideal for outdoor activities like driving, hiking, traveling, and sports.5.Unisex sunglasses make a great gift for family and friends. ➤Accessories 1x Sunglasses1x Soft Glasses Cloth1x Soft Glasses Pouch1x Exquisite Packaging Carton1x Polarized Test Card",,,4.4,4536.0
"Oakley Man Sunglasses Matte Black Frame, Grey Lenses, 57MM",Oakley,"Catch our selection of Oakley glasses and sunglasses for men and women, perfect for those looking for high performance and exceptional design for everyday styles and sports eyewear. Discover Oakley classics such as frogskin frames and prism lenses that crank up your active look on the street and improve your performance on the field.",$,0.007,4.5,2918.0
Fit Over Sunglasses Polarized Lens Wear Over Prescription Eyeglasses 100% UV Protection for Men and Women,Success Eyewear,,$,15.99,4.3,4333.0
grinderPUNCH 2 Pack XL Polarized Men's Big Wide Frame Sunglasses - Large Head Fit,grinderPUNCH,"Specially Design Wide Frame Sunglasses Designed to Fit Larger Sized Faces...Sometimes Called ""Big Head Sunglasses"" 5.8 Inch Wide Temples - Average Sized Sunglasses are 5.4 Inches Wide. Comes with Polarized Lens, Anti Glare - Makes it Perfect for Driving, Fishing, Golfing, Hiking, Walking and Many More Outdoor Activities!",,,4.2,854.0
"TIJN Polarized Colored Sunglasses for Womens Mens,Retro Small Round Frame,UV400 Protection Sunnies,Tinted Lens Vintage Style",TIJN,,,,4.4,504.0
LUENX Rectangular Polarized Aviator Sunglasses for Men Retro Pilot Shades Driving UV400 Protection,LUENX,,$,19.99,4.5,5389.0
KALIYADI Sunglasses Men Polarized for Mens and Womens Unisex Sun Glasses for Driving UV Protection,KALIYADI,,,,4.5,8012.0
BOTPOV Aviator Sunglasses for Men Women Polarized UV400 Protection Mirrored Lens Metal Frame with Spring Hinges…,BOTPOV,,$,15.98,4.3,11103.0
LUENX Aviator Sunglasses for Men Women-Polarized Shades Driving UV 400 Protection 59 MM,LUENX,,,,4.6,8627.0
CARFIA Acetate Polarized Sunglasses for Men UV400 Protection Classic Retro Square Shades Driving Glasses,CARFIA,,,,4.7,139.0
ROCKBROS Polarized Sunglasses UV Protection for Women Men Cycling Sunglasses,ROCKBROS,,$,24.99,4.3,5539.0
Joopin Sport Sunglasses UV400 Protection Wrap Around Sun Glasses Shades for Men Women,Joopin,,$,12.09,4.2,2690.0
"J+S Premium Military Style Classic Aviator Sunglasses, Polarized, 100% UV protection",J+S,"J+S Premium Military Style Classic Aviator Sunglasses Polarized and 100% UV protection - protect your eyes without compromising on style, comfort and safety.Polarized and 100% UV protection sunglasses helps:- Reduce eyestrain, no tired eyes after a full day in the sun.- Reduce reflections and glare (esp important for those with sensitive eyes or post surgery recovery)- Protect your eyes against harmful UV rays, minimizing damage to your eyesight in the long run.- Improve contrast and visual clarityMeasurements:- Overall Width: 152mm (Large) / 140mm (Medium)- Lens Width: 62mm (Large) / 58mm (Medium)- Lens Height: 50mm (Large) / 46mm (Medium)- Temple Length: 130mm- Bridge Width: 14mmLarge (62mm): Suitable for average - large male, or female for a oversized fitMedium (52mm): Suitable for the average male, or femaleHere are 5 Reasons you're Going to LOVE Your J+S Military Style Classic Aviators:1. It blocks 99-100% of both UVA and UVB harmful radiation2. It has a special polarized filter to block over 99.96% of glare3. Classic unisex design (So you can protect your eyes while looking stylish)4. Made of lightweight yet durable metallic alloy with spring loaded hinges ensuring maximum comfort.5. Backed by 30 DAY MONEY BACK GUARANTEE and a 1 YEAR WARRANTY when purchased from an authorized seller*: jassuOrder yours now because you literally RISK NOTHING!BONUS: All J+S sunglasses comes gift packaged ready, making these sunglasses a wonderful yet practical gift idea for your active friends and family!Order your J+S Premium Military Style Classic Aviator Sunglasses and join thousands of other satisfied customers who LOVE the J+S Vision difference!",$,14.48,4.3,23148.0
Ray-Ban Men's Rb2027 Predator 2 Rectangular Sunglasses,Ray-Ban,"Whether you want to protect your eyes from harmful UV rays or protect the Earth from alien invasion, you can be prepared with Ray-Ban Predator 2 men’s sunglasses. Ray-Ban RB2027 Predator 2 sunglasses take on the traditional rectangular design and display the Ray-Ban signature logo on the thin temples. The insides of the Predator temple tips feature a subtle striped texture treatment. The wrapped fit creates a sporty look that is both casual and athletic. These Ray-Ban sunglasses for men are stylish, comfortable, and provide 100% UV protection.Our Predator 2 men’s sunglasses feature classic crystal green lenses, which improve vision in multiple light conditions. These lenses measure 62 mm wide by 38 mm high. The bridge measurement is 19 mm, and the arms are 130 mm in length. Our high-quality lenses can be replaced with prescription lenses. Ray-Ban lenses have been fine-tuned over the past 70 years of innovation and research and block 99% of reflected light. To keep them clean, we’ve included a lens cloth in the case.These men’s sunglasses are lightweight, durable, and fashionable. They will hold up against frequent use. The shape and curvature may need adjustment for precision fit. If you decide to precision fit the Ray-Ban Predator 2, make sure to have a professional adjust them for you. Wear RB2027 Predator 2 sunglasses in a black frame and a variety of lens treatments including polarized, non-polarized and mirrored.",,,4.6,4855.0
MERRY'S Unisex Polarized Aluminum Sunglasses Vintage Sun Glasses For Men/Women S8286,MERRY'S,,,,4.5,42243.0
Polarized Sports Sunglasses for Men Women with 5 Interchangeable Lenes for Cycling Sunglasses Running Baseball Finishing,BangLong,,,,4.3,3254.0
JULI Sports Sunglasses for Men Women Tr90 Rimless Frame for Running Fishing Golf Surf Driving MJ8009,JULI Eyewear,,$,29.99,4.2,2172.0
"CGID Premium Al-Mg Alloy Pilot Polarized Sunglasses UV400, Spring Hinges Sun Glasses for Men Women",CGID,,,,4.3,5504.0
Duduma Sports Polarized Sunglasses for Men Women Baseball Cycling Golf Fishing Sun Glasses UV Blocking Tr8116,Duduma,"DISCOVER THE DUDUMA DIFFERENCE Provide The Best Quality Sunglasses and Customer Service on Amazon The super light TR8116 frame: You can hardly feel them on your face, yet they are unbreakable! TR8116 frame for the most comfortable fit available today in addition to unparalleled durability. Great fashion frame design for golf, cycling, running, fishing etc. outdoor lifestyles. 99% UV protection lens. FEATURES AND BENEFITS High definition optics Durable and unbreakable frames and lens Polarized lens help restore true color Polarized lens help eliminate reflected and scattered glares Good for sports or other outer door activities INCLUDES 1*Cleaning soft cloth 1*Cleaning soft fabric sunglasses pouch CARE To avoid damage, never clean your sunglasses with paper towels or clothing, and also avoid using household detergents or soaps. While a few mild soaps don't harm lenses, today's extra strength soaps are powerful enough to slowly disintegrate lens coatings.",,,4.3,4750.0
Newly Cock Ring for Men Erection Silicone - Penis Ring for Male Penis Ring Rubber Couples for Male Sexual Wellness Sunglasses N-736,Generic,cock_ring_sex_toys_for_couples_Anal_vibrator_butt_plug_massager_sex_toys_men_prostate_massaging_device_male_anal_Anal_plug_Vibrator_male_Sex_Toys_Sexual_Pleasure_Tools_For_men_Sex_Toys&Games_Vibrater_ Adult_Sex_Toys-V3843,,,,
"KALIYADI Sunglasses for Women and Men, Polarized Square UV Protection, Trendy Metal Frame Hexagon Sunglasses",KALIYADI,,,,4.3,1075.0
SOJOS Classic Polarized Sunglasses for Women Men Trendy Square Frame SJ2149,SOJOS,,$,14.99,4.5,668.0
Salfboy Polarized Sports Sunglasses for Men Fishing Sun Glasses Mixed Style UV Protection Fan Sports Sunglasses,Salfboy,,,,4.2,715.0
BIRCEN Polarized Mens Sunglasses: UV Protection Black Blue Shades for Men Sport Driving with Al-Mg Metal Frame,BIRCEN,,,,4.3,3154.0
"Armani Exchange Man Sunglasses Matte Black Frame, Grey Lenses, 62MM",A｜X ARMANI EXCHANGE,"AX Armani Exchange glasses and sunglasses interpret the refined Armani style with a trendy modern touch. From classic everyday looks to edgy playful styles, shop our range of Armani Exchange frames for women and men and discover how Armani elegance transforms into a casual, youthful and urban attitude. Don’t miss our best sellers and new arrivals that bring you all the latest fashion appeal at affordable prices. Available with prescription lenses and in a variety of sun shades.AX Armani Exchange interpret the refined and unique style of the Armani world with a modern sensibility, for a young, urban, casual consumer, looking for the Armani elegance but with a pop accent at an affordable price",$,37.23,4.5,1375.0
Occhsouo Polarized Sunglasses Womens Men - Sun glasses Fashion Trendy Driving Fishing UV Blocking UV400 Protection,Occhsouo,,$,14.99,4.6,555.0
Woodies Walnut Wood Sunglasses with Dark Polarized Lenses for Men and Women | 100% UVA/UVB Ray Protection,Woodies,,,,4.5,9206.0
JULI Sports Sunglasses for Men Women Tr90 Rimless Frame for Running Fishing Baseball Driving MJ8001,JULI Eyewear,,,,4.3,3038.0
ATTCL Men's Retro Metal Frame Driving Polarized Sunglasses For Men,ATTCL,,,,4.4,14782.0
RIVBOS Sunglasses for Men Women Polarized UV Protection Sports Fishing Driving Shades Cycling RB833,RIVBOS,,,,4.4,8797.0
"Ironman Men's Relentless Wrap Sunglasses, Matte Black, 63 mm",IRONMAN,"Ironman Men's Relentless Wrap Sunglasses, Matte Black, 63 mmFoster Grant introduces relentless, a pair of men's sunglasses from the new Ironman collection. This pair of sunglasses is crafted from a Matte Black, plastic, wrap full frame. With impact resistant and Smoke colored lenses that come with a tint of silver flash, these sunglasses are ready for anything. Be relentless, your sunglasses already are.",$,14.97,4.6,375.0
"BluBlocker, Black Original Aviator Sunglasses with Scratch Resistant Lens | Blocks 100% of Blue Light and UVA & UVB Rays | Retro | Gender Neutral - for Men, Women & Everyone | 2701K |",BluBlocker,,,,4.6,1353.0
Gtand Fashion Oversized Square Aviator Gradient Sunglasses For Men Women Vintage Metal Sun Glasses 63mm,Gtand,,$,16.8,4.5,1082.0
Ziwanule Polarized Aviator Sunglasses for Men/Women Metal Mens Sunglasses Driving Sun Glasses,Ziwanule,,,,4.3,2207.0
ROCKBROS Photochromic Sports Sunglasses for Men Women Cycling UV Protection,ROCKBROS,,$,27.99,4.3,2124.0
AIMADE Premium Military Polarized Aviator Sunglasses Metal Frame Unique Design Sun glasses For Mens Womens 100% UV Protection,AIMADE,,,,4.2,2115.0
"KastKing Iditarod Polarized Sport Sunglasses for Men and Women, Ideal for Driving Fishing Cycling and Running, UV Protection",KastKing,,,,4.4,2941.0
Ray-Ban Rb3025 Classic Aviator,Ray-Ban,,$,0.007,4.6,21137.0
grinderPUNCH Mens Black Super Dark Sunglasses - Slim Wrap Around Gangster Style,grinderPUNCH,"Super Dark Lens Sunglasses - 50% Darker than Standard Sunglasses. Style Great for Both Men! Similar to Biker, Cholo, Gangster Style Sunglasses. 100% UV400 Protection from Harmful Rays. Flexible and Fits the Contour of Your Face! Great for Outdoors, Riding, Fishing, Hiking or Fashion!",,,4.2,1035.0
"Oakley Men's OO9236 Valve Rectangular Sunglasses, Black/Grey Black Iridium Polarized, 60 mm",Oakley,"Oakley Men's Valve Polarized Rectangular Sunglasses, Black, 60.8 mm",,,4.6,2147.0
Harley-Davidson Men's Hd0006v Cat Eye Sunglasses,Harley-Davidson,Harley-Davidson Mens Kickstart Sunglass Shiny Black/Orange Grey Lens HDV006BLK-3,$,13.97,4.6,89.0
CARFIA Retro Polarized Sunglasses for Men UV Protection Hand-crafted Acetate Frame Fashion Cool Sun Glasses 53572,CARFIA,,$,25.99,4.5,707.0
JIM HALO Retro Polarized Sunglasses Men Women Flat Top Square UV400 Glasses for Driving Fishing Hiking Golfing,JIM HALO,,,,4.4,2885.0
Knockaround Torrey Pines Polarized Sunglasses for Men & Women - Impact Resistant Lenses & Full UV400 Protection,Knockaround,,,,4.5,546.0
EYLRIM Thick Square Frame Sunglasses for Women Men Fashion Chunky Rectangle Sun Glasses Black Shades,EYLRIM,"EYLRIM is worth to try and trust: EYLRIM glasses adhere to the leading design concept in the fashion industry, and deeply design fashion and classics to keep up with the world trend. EYLRIM always insists on customer first and strictly controls the quality of products to ensure that the products received by customers are perfect.   EYLRIM Thick Rectangle Chunky Sunglasses Features  ▷Thick square frames and classic integrated nasal bracket design, can give you different experience. The classic contour can decorate all kinds of face shapes, with color lens embellishment.  ▷90s These chunky sunglasses are Ideal for outdoors such as parties, photo booths, travel, shopping, daily use, and other outdoor activities. It Is the ideal gifts for friends or families for birthday, Valentine’s Day, Christmas, Thanksgiving Day, and other Holiday Gifts.  ▷These classic trendy square sunglasses can protect your eyes from the sun for a long time. When you explore under the sun, sunglasses can effectively filter harmful ultraviolet rays, provide you with natural and clear vision to discover the beautiful world.  ▷It’s the perfect accessories for any outfit, can go with various of features and clothing.  Package includes: 1* High Quality Sunglasses 1* Microfiber cleaning cloth 1* Microfiber pouch 1* Mini repair screwdriver 1* Exquisite Brand Packing Box CARE: Please use neutral detergent or soap water to clean, gently wipe dry with a clean soft cloth.   We will check the details of each pair of glasses before shipping to ensure that the glasses you receive are free of defects. If you have any problems after receiving the goods, please contact our customer service as soon as possible, and we will solve your problems free of charge.",,,4.5,146.0
SUNGAIT Men's Polarized Square Aviator Sunglasses Durable Metal Frame for Fishing Driving Golf 100% UV Protection,SUNGAIT,,,,4.5,4286.0
"Ray-Ban Man Sunglasses Black Frame, Green Lenses, 54MM",Ray-Ban,"Timeless and original, colorful and bold. Discover our iconic selection of Ray-Ban sunglasses and eyeglasses for both men and women made to match your style whilst defining your vision. Including the most-loved and best-selling models such as the legendary Aviator, Wayfarer, Clubmaster, Round and many more - not forgetting our fashionable new arrivals too. With different styles for every face shape, find your perfect pair.",$,0.007,4.5,352.0
LINVO Polarized Sunglasses for Men Women Semi-Rimless Retro Driving Sun Glasses 100% UV400,LINVO,"Show your charm and personality,starting with the story of you and LINVO!",$,16.98,4.5,1507.0
Oakley Men's Oo9239 Crankshaft Rectangular Sunglasses,Oakley,"Oakley fused their classic Gascan and Fuel Cell sunglasses to create the streetwise Oakley Crankshaft sunglasses. The Oakley Crankshaft rectangular sunglasses feature durable, lightweight O Matter frames and a Three-Point Fit which helps eliminate pressure points while holding lenses in perfect alignment. Each pair of Crankshaft sunglasses sport Oakley's famous Plutonite lenses that block 100% of all UVA, UVB, UVC and harmful blue light up to 400mm.",,,4.6,4962.0
Elite Slim Rimless Rectangular Metal & Wood Art Aviator Sunglasses,FLAWLESS EYEWEAR,,,,4.4,2431.0
SOJOS Retro Aviator Polarized Sunglasses Womens Mens Vintage Square 70s Shades Classic Sun Glasses UV400 SJ2222,SOJOS,,$,13.99,4.3,51.0
"Joopin Semi Rimless Sunglasses Polarzied UV400 Protection, Classic Half Frame Shades for Men Women Sun Glasses",Joopin,,$,10.99,4.4,16454.0
Bnus corning glass lens polarized sunglasses for men & Women italy made w. High Performance Plastic Lens option,B.N.U.S,,,,4.3,3590.0
Bio-th Polarized Aviator Sunglasses for Women Men UV Protection Metal Mirror Frame,Bio-th,"Aviator Polorized sunglasses. Large frame, round design and made of high-quality materials. Complex optical system, lenses and polarization for reduced strain in sunlight reaching a safer visual experience.Aviator Polorized Sunglasses are inspired by the classic wayfarer design. The Black Aviator is made from metal and features a clear lens. This pair of sunglasses are perfect for any occasion and will surely turn heads! Our poloroid sunglasses for men & women are the perfect accessory for festive occasions. This classic aviator shape makes you feel stylish, cool and confident. Wear these sunglasses with our designed backpacks, pants and denim jackets to create an amazing outfit that will stand out from the crowd! Our sunglasses are the perfect accessory for any occasion and look great with any outfit. Whether you're at the beach, lounging by the pool or on your way to brunch, these shades can turn any day into a special one. by golly, ocio e ilustrado. Sua vida será espejuelos lentes anteojos 2022 en su última mirada.. Glamorous and versatile sunglasses featuring a sleek yet classic design.These frames are made with a combination of metal and crystal for a look that’s both modern and glam. The lenses are polarized to help reduce glare and UV protection reduces eye strain. Bio-th sunglasses embody the luxury, quality and classic design of the best in aviator polorized sunglasses.",,,4.4,1820.0
FEISEDY Vintage Square 70s Flat Aviator Sunglasses Women Men Metal Design Shades B2752,FEISEDY,,$,16.99,4.3,615.0
FAGUMA Sports Polarized Sunglasses For Men Cycling Driving Fishing 100% UV Protection,FAGUMA,,,,4.4,23144.0
Frienda 6 Pack Polarized Sport Sunglasses for Men Multipack Fit over Sunglasses Set Mens Sport Fishing Sunglasses,Frienda,,$,18.99,4.2,1110.0
POLARKING 2 PACK Polarized Sport Sunglasses for Men Matte Finish Sun glasses Mirror Lens UV Blocking,POLARKING,,$,18.99,4.5,183.0
YIMI Polarized Photochromic Outdoor Sports Driving Sunglasses for Men Women AntiGlareEyewear Ultra-Light Sun Glasses,YIMI,"UV400 Polarizing Lens：Sports Sunglasses feature UV400 Polarized Protective Lenses. Polarizing lenses efficiently block harmful UVA and UVB rays, ensuring complete protection from sunlight. The photochromic design can adaptively change the transparency of the lens under outdoor sunlight exposure, making it very suitable for outdoor activities such as cycling, running, fishing, and driving.  Photochromic lenses: Photochromic Sports Sunglasses . These photochromic lenses can automatically adapt to sunlight and UV levels. Enjoy improved comfort and clarity with polarized lenses that reduce glare and haze.  Package Content:  1 X Photochromic Polarized Sunglasses  1 X Glasses Box  1 X Soft Glasses Cloth  1 X Polarized Test Card",,,3.8,4718.0
SOJOS Trendy Aviator Sunglasses Mens Womens Retro Metal Rimless Frame Shades Lentes De Sol Para Mujer SJ1192,SOJOS,,$,14.99,4.7,676.0
DEAFRAIN Polarized Sports Sunglasses for Men Women Driving Fishing Cycling Running UV Protection,DEAFRAIN,,,,4.4,2280.0
"Ray-Ban Man Sunglasses Havana Frame, Dark Brown Lenses, 57MM",Ray-Ban,,$,78.0,4.3,807.0
KALIYADI Sunglasses Men Polarized Sun glasses for Mens Womens Classic Matte Black Frame UV Protection 3pack,KALIYADI,,,,4.6,1116.0
Oversized Sunglasses Super Lens Thick Rim Frame,Locs,,$,8.5,4.5,2104.0
EYLRIM Thick Square Frame Sunglasses for Women Men Chunky Rectangle Polarized Sunglasses UV400 Protection,EYLRIM,,$,12.99,4.3,860.0
Calvin Klein Men's Ck19316s Aviator Sunglasses,Calvin Klein,Classic metal aviator shaped sunglass with adjustable nosepads,,,4.3,75.0
Costa Del Mar Men's Rincon Fishing and Watersports Rectangular Sunglasses,Costa Del Mar,"Remora's are named after a small fish that hitchhikes on some of the most voracious sharks in the ocean. Costa’s Remora sunglasses are a medium-sized, lightweight frame with a Hydrolite grip that won’t slip. Integral pin hinge provides assisted action when opening and closing the temple; and Polarized 580 Lenses to clearly see what’s out there.",$,0.007,4.6,3334.0
Carrera Men's Ca133/S Pilot Sunglasses,Carrera,,$,40.0,4.6,1218.0
"Calvin Klein CK19314S Aviator Sunglasses, Black/Black/Grey, 60 mm",Calvin Klein,,,,4.6,90.0
JULI Polarized Sports Sunglasses for Men Women Tr90 Unbreakable Frame for Running Fishing Baseball Driving MJ8002,JULI Eyewear,,$,16.99,4.5,2563.0
Ray-Ban Men's Rb3516 Metal Square Sunglasses,Ray-Ban,"Every model in the Ray-Ban collection is the product of meticulous, original styling that translates the best of the latest fashion trends into an ever-contemporary look for millions of Ray-Ban wearers around the world. This pair are lightweight and sophisticated for everyday wear. Ray-Ban sunglasses sold by authorized sellers, like Amazon, are eligible for all manufacturer warranties and guarantees. Click on the Ray-Ban link above the product title to shop the entire Ray-Ban sunglass and eyeglass assortment.",,,4.6,1062.0
ROCKBROS Photochromic Sunglasses for Men Cycling Sunglasses Sports Bike Glasses,ROCKBROS,,$,23.81,4.3,2035.0
"Ray-Ban Man Sunglasses Black Frame, Green Lenses, 60MM",Ray-Ban,"Timeless and original, colorful and bold. Discover our iconic selection of Ray-Ban sunglasses and eyeglasses for both men and women made to match your style whilst defining your vision. Including the most-loved and best-selling models such as the legendary Aviator, Wayfarer, Clubmaster, Round and many more - not forgetting our fashionable new arrivals too. With different styles for every face shape, find your perfect pair.",,,4.5,1288.0
"Ray-Ban RB4253 Square Sunglasses, Black/Light Grey Gradient Dark Grey, 53 mm",Ray-Ban,"Ray-Ban is the world's most iconic eyewear brand and is a global leader in its sector. Every model in the Ray-Ban collection is the product of meticulous, original styling that translates the best of the latest fashion trends into an ever-contemporary look for millions of Ray-Ban wearers around the world. From the early Aviator style that emerged in 1937 to the introduction of the classic Wayfarer in 1952, Ray-Ban is a brand that embodies America and adventure, great cities and wide-open spaces, heroism, individuality, and authenticity. Starting with a silver screen debut in 1961, Ray-Ban sunglasses have appeared throughout hundreds of films and have been a favorite on the Hollywood scene for years, both on and off the screen. With timeless and imaginative styles, Ray-Ban consistently blends high-tech design, lenses, and materials. The collection remains true to its classic heritage while continuously evolving to meet today's fashion demands.Ray-Ban is the world's most iconic eyewear brand and is a global leader in its sector. Every model in the Ray-Ban collection is the product of meticulous, original styling that translates the best of the latest fashion trends into an ever-contemporary look for millions of Ray-Ban wearers around the world. From the early Aviator style that emerged in 1937 to the introduction of the classic Wayfarer in 1952, Ray-Ban is a brand that embodies America and adventure, great cities and wide-open spaces, heroism, individuality, and authenticity. Starting with a silver screen debut in 1961, Ray-Ban sunglasses have appeared throughout hundreds of films and have been a favorite on the Hollywood scene for years, both on and off the screen. With timeless and imaginative styles, Ray-Ban consistently blends high-tech design, lenses, and materials.  The collection remains true to its classic heritage while continuously evolving to meet today's fashion demands.",,,4.4,43.0
